                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221109"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                     Teff                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                                 center_T                               center_Rho                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      44                                      788                  6.9716517992532551E+008                  7.6443710966246545E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7332387811316257E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7332387811316257E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2093473342375935E-001                 -4.6419285551911180E+001                 -6.0919860486967998E+000                 -1.2093426919422817E-001                 -1.2347307857317190E-001                 -2.3554369245201725E+000                 -4.6419285551911180E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6533309486728458E+003                  3.7523044100090908E+000                  7.5708622435043305E-001                 -1.2085465599911215E-001                 -4.2382987153240112E-002                  4.5228336016096131E+000                  0.0000000000000000E+000                  1.3803346480999181E+007                  8.9776354133359717E+001                  6.4775367644243698E-001                  8.2321539344640238E-001                  1.3681539052279585E+000                  6.4641770355403250E-001                  3.3306759973539957E-001                  1.5215584751366481E-005                  9.3199929321427198E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9458641185312187E-001                  2.8491734745990310E-001                                        2                                       10 
                                      45                                      788                  7.5007695637221265E+008                  7.7235523426722796E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7339229065753430E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7339229065753430E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1933518425617276E-001                 -4.6368812222099479E+001                 -6.1110287575069391E+000                 -1.1933474157554544E-001                 -1.2177946826070724E-001                 -2.3701893986145386E+000                 -4.6368812222099479E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6551318540302409E+003                  3.7524427353110181E+000                  7.5988051475611451E-001                 -1.1925469174771144E-001                 -4.1859655631394592E-002                  4.5217869385659224E+000                  0.0000000000000000E+000                  1.3823434316957140E+007                  9.0349074627431605E+001                  6.4992355791100154E-001                  8.2112169718366768E-001                  1.3740543234470641E+000                  6.4223052291279292E-001                  3.3726468362432199E-001                  1.5257893857036939E-005                  9.3141148129261015E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9418003732487776E-001                  2.8531034353674595E-001                                        2                                       10 
                                      46                                      789                  7.8182402224034476E+008                  7.5017035930559235E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7347599204156499E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7347599204156499E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1837639568527088E-001                 -4.6338497039002348E+001                 -6.1031109774347643E+000                 -1.1837594585414328E-001                 -1.2076935679119973E-001                 -2.3784209983039513E+000                 -4.6338497039002348E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6562087521513349E+003                  3.7525254294724371E+000                  7.6156040401774572E-001                 -1.1829564440776906E-001                 -4.1545520284261311E-002                  4.5211586678716555E+000                  0.0000000000000000E+000                  1.3835552381368445E+007                  9.0695843957607124E+001                  6.5123484484253313E-001                  8.1986358737353804E-001                  1.3776244204370411E+000                  6.3971442952811108E-001                  3.3978680714700182E-001                  1.5283417094825803E-005                  9.3105275820133272E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9393577110026683E-001                  2.8554684467271041E-001                                        3                                       10 
                                      47                                      789                  8.1357108810847700E+008                  7.5017035930559235E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7352706268869493E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7352706268869493E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1741900195095978E-001                 -4.6308145371085089E+001                 -6.0951828726356005E+000                 -1.1741854484149679E-001                 -1.1976563560488049E-001                 -2.3859308070065901E+000                 -4.6308145371085089E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6572821816761643E+003                  3.7526078416162170E+000                  7.6324140596424195E-001                 -1.1733807712208781E-001                 -4.1231560928979734E-002                  4.5205307491610922E+000                  0.0000000000000000E+000                  1.3847724267780194E+007                  9.1045093149362344E+001                  6.5255379414249337E-001                  8.1860357626836866E-001                  1.3812185251436642E+000                  6.3719453292631523E-001                  3.4231282417243220E-001                  1.5309059772244149E-005                  9.3068789940616709E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9369105233839767E-001                  2.8578404355385850E-001                                        3                                       10 
                                      48                                      789                  8.5166756715023565E+008                  7.5808848391035477E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7357874927650734E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7357874927650734E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1627131006387251E-001                 -4.6271662561262353E+001                 -6.0856498268466197E+000                 -1.1627084404279305E-001                 -1.1856874438274805E-001                 -2.3939607278942487E+000                 -4.6271662561262353E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6585677425959866E+003                  3.7527065194918987E+000                  7.6526152404460990E-001                 -1.1619012165705789E-001                 -4.0854938947829413E-002                  4.5197775051987916E+000                  0.0000000000000000E+000                  1.3862407992783243E+007                  9.1467604707019177E+001                  6.5414707750894041E-001                  8.1708880732465139E-001                  1.3855641692618694E+000                  6.3416514498726595E-001                  3.4534968911451225E-001                  1.5339997617153315E-005                  9.3024106958068467E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9339672043076783E-001                  2.8606967856075594E-001                                        3                                       10 
                                      49                                      789                  8.9738334200034606E+008                  7.6600660851511728E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7364084025636455E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7364084025636455E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1489400958575902E-001                 -4.6227785864864259E+001                 -6.0741752365045416E+000                 -1.1489353260281929E-001                 -1.1714028068571990E-001                 -2.4023388027367591E+000                 -4.6227785864864259E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6601150961385747E+003                  3.7528252624797287E+000                  7.6769303376738374E-001                 -1.1481240026863919E-001                 -4.0403564229279751E-002                  4.5188747557616926E+000                  0.0000000000000000E+000                  1.3880146155447844E+007                  9.1979691258072890E+001                  6.5607452879511963E-001                  8.1526708038828744E-001                  1.3908267201146836E+000                  6.3052186995674175E-001                  3.4900213120390117E-001                  1.5377374593126248E-005                  9.2969162200443635E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9304252975254665E-001                  2.8641386501278360E-001                                        3                                       10 
                                      50                                      789                  9.2481280691041231E+008                  7.4382173355348167E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7370890897770679E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7370890897770679E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1406756311867755E-001                 -4.6201432206933340E+001                 -6.0672794290189529E+000                 -1.1406707942300320E-001                 -1.1628544757888434E-001                 -2.4070214267071379E+000                 -4.6201432206933340E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6610409615056305E+003                  3.7528962973137592E+000                  7.6915559552620871E-001                 -1.1398579616339811E-001                 -4.0132331844719739E-002                  4.5183322909925723E+000                  0.0000000000000000E+000                  1.3890840495279348E+007                  9.2289508929700503E+001                  6.5723858382079292E-001                  8.1417259311871526E-001                  1.3940076861495070E+000                  6.2833300206298359E-001                  3.5119656976926378E-001                  1.5399911017534586E-005                  9.2935709228563132E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9282965226113613E-001                  2.8662088872616054E-001                                        4                                       10 
                                      51                                      789                  9.5224227182047856E+008                  7.4382173355348167E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7375034476915945E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7375034476915945E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1324106932835763E-001                 -4.6175047177487826E+001                 -6.0603717442642884E+000                 -1.1324057881211702E-001                 -1.1543293049655809E-001                 -2.4113078076807293E+000                 -4.6175047177487826E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6619651327862421E+003                  3.7529671905880457E+000                  7.7062097219157377E-001                 -1.1315917598336599E-001                 -3.9860808303276582E-002                  4.5177892439096858E+000                  0.0000000000000000E+000                  1.3901577610425562E+007                  9.2601362978967984E+001                  6.5840881541250307E-001                  8.1307664699421089E-001                  1.3972074807778012E+000                  6.2614121599965422E-001                  3.5339399843806379E-001                  1.5422543948390696E-005                  9.2901763086937587E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9261640630073262E-001                  2.8682842283763382E-001                                        4                                       10 
                                      52                                      789                  9.8515762971255815E+008                  7.5173985815824409E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7379224771351913E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7379224771351913E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1224914367769685E-001                 -4.6143336673465939E+001                 -6.0520640122714227E+000                 -1.1224864482859655E-001                 -1.1441292808229474E-001                 -2.4159009116821131E+000                 -4.6143336673465939E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6630720621065602E+003                  3.7530520880217457E+000                  7.7238334039688894E-001                 -1.1216710212688592E-001                 -3.9534566242437792E-002                  4.5171367597880083E+000                  0.0000000000000000E+000                  1.3914521920745427E+007                  9.2978365722201289E+001                  6.5982156316968987E-001                  8.1175939755448090E-001                  1.4010728631866596E+000                  6.2350684396137124E-001                  3.5603524688781241E-001                  1.5449834844331141E-005                  9.2860306070077780E-003                  3.4468833607860742E-003                  9.3805276451495410E-003                  6.9235997168437968E-001                  2.8707819637515003E-001                                        4                                       10 
                                      53                                      789                  1.0246560591830535E+009                  7.5965798276300660E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7384316373557900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7384316373557900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1105829527575815E-001                 -4.6105211904077308E+001                 -6.0420665308658394E+000                 -1.1105778620773117E-001                 -1.1319242900848614E-001                 -2.4206876060339533E+000                 -4.6105211904077308E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6643975944457343E+003                  3.7531537296770439E+000                  7.7450444507183835E-001                 -1.1097608537458625E-001                 -3.9142341176883179E-002                  4.5163523096568996E+000                  0.0000000000000000E+000                  1.3930142669392878E+007                  9.3434852273145850E+001                  6.6152927724908328E-001                  8.1017562969672119E-001                  1.4057486841118894E+000                  6.2033945962303871E-001                  3.5921103711481439E-001                  1.5482774928596968E-005                  9.2809498192673329E-003                  3.4468833607860746E-003                  9.3805276451495445E-003                  6.9205145882954300E-001                  2.8737897660082307E-001                                        4                                       10 
                                      54                                      790                  1.0720541745476480E+009                  7.6757610736776911E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7390518923526503E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7390518923526503E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0962776105239935E-001                 -4.6059354274048644E+001                 -6.0300267008469284E+000                 -1.0962723939531381E-001                 -1.1173143268928851E-001                 -2.4254855320520603E+000                 -4.6059354274048644E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6659849270600671E+003                  3.7532754148537890E+000                  7.7706017454629106E-001                 -1.0954534868749276E-001                 -3.8670343186826266E-002                  4.5154083136767857E+000                  0.0000000000000000E+000                  1.3949016144682357E+007                  9.3988652901390708E+001                  6.6359680130448506E-001                  8.0827064550561845E-001                  1.4114142793839404E+000                  6.1652967170208639E-001                  3.6303113869677989E-001                  1.5522584596434071E-005                  9.2746967132761905E-003                  3.4468833607860733E-003                  9.3805276451495410E-003                  6.9168008047726581E-001                  2.8774142494242205E-001                                        4                                       10 
                                      55                                      790                  1.1004930437664046E+009                  7.4539123240613341E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7398100433142631E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7398100433142631E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0876879875073481E-001                 -4.6031805434136068E+001                 -6.0227880109425325E+000                 -1.0876826937402008E-001                 -1.1085570834427844E-001                 -2.4280925114894583E+000                 -4.6031805434136068E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6669347466469771E+003                  3.7533482118766641E+000                  7.7859874738563672E-001                 -1.0868629931287810E-001                 -3.8386412545270289E-002                  4.5148404523936732E+000                  0.0000000000000000E+000                  1.3960398132330615E+007                  9.4323941484846344E+001                  6.6484627140466690E-001                  8.0712603629237800E-001                  1.4148404390202016E+000                  6.1424056084700163E-001                  3.6532651988911530E-001                  1.5546596726125727E-005                  9.2708875126003079E-003                  3.4468833607860733E-003                  9.3805276451495410E-003                  6.9145682953821774E-001                  2.8795943880306851E-001                                        5                                       10 
                                      56                                      789                  1.1289319129851613E+009                  7.4539123240613341E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7402716470899353E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7402716470899353E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0790929639996689E-001                 -4.6004219245941123E+001                 -6.0155343347816457E+000                 -1.0790875917151593E-001                 -1.0998103641472773E-001                 -2.4303938115825656E+000                 -4.6004219245941123E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6678826010187977E+003                  3.7534208461171041E+000                  7.8014121318562113E-001                 -1.0782677864739286E-001                 -3.8101920693407426E-002                  4.5142714686899481E+000                  0.0000000000000000E+000                  1.3971828253942378E+007                  9.4661630284304280E+001                  6.6610302093003393E-001                  8.0597979852458768E-001                  1.4182881541901755E+000                  6.1194819239172427E-001                  3.6762524254870321E-001                  1.5570719395729194E-005                  9.2670201019686878E-003                  3.4468833607860742E-003                  9.3805276451495445E-003                  6.9123315000021568E-001                  2.8817799745416134E-001                                        5                                       10 
                                      57                                      789                  1.1630585560476692E+009                  7.5330935701089592E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7407383142628678E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7407383142628678E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0687654790077109E-001                 -4.5971057984289409E+001                 -6.0372650652864808E+000                 -1.0687603810580940E-001                 -1.0893227766942584E-001                 -2.4327222937681809E+000                 -4.5971057984289409E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6690187398732924E+003                  3.7535078926251400E+000                  7.8199877075521040E-001                 -1.0679392961873078E-001                 -3.7759589195148803E-002                  4.5135868056934303E+000                  0.0000000000000000E+000                  1.3985612099992368E+007                  9.5070128160347338E+001                  6.6762109780809564E-001                  8.0460195106948806E-001                  1.4224547785900887E+000                  6.0919262535855256E-001                  3.7038855742535559E-001                  1.5599818455291754E-005                  9.2622939626284245E-003                  3.4468833607860742E-003                  9.3805276451495445E-003                  6.9096410950012399E-001                  2.8844105259602826E-001                                        5                                       10 
                                      58                                      789                  1.2040105277226789E+009                  7.6122748161565843E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7413058922115714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7413058922115714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0563547310692301E-001                 -4.5931178365767892E+001                 -6.0269810700462365E+000                 -1.0563495258568492E-001                 -1.0767480884566351E-001                 -2.4349503230867073E+000                 -4.5931178365767892E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6703796058275675E+003                  3.7536121338836921E+000                  7.8423685916780839E-001                 -1.0555274969584937E-001                 -3.7347481750811630E-002                  4.5127625908047557E+000                  0.0000000000000000E+000                  1.4002251967286456E+007                  9.5565122995844092E+001                  6.6945741953765503E-001                  8.0294510209236858E-001                  1.4274975771023439E+000                  6.0587907997054546E-001                  3.7371158018142919E-001                  1.5634958931359164E-005                  9.2564973222651059E-003                  3.4468833607860742E-003                  9.3805276451495445E-003                  6.9064034763142168E-001                  2.8875784954890360E-001                                        5                                       10 
                                      59                                      789                  1.2285817107276845E+009                  7.3904260665402273E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7419976126263041E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7419976126263041E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0488986766221876E-001                 -4.5907220076368354E+001                 -6.0207972510983501E+000                 -1.0488934058206456E-001                 -1.0692022883686098E-001                 -2.4361156639643315E+000                 -4.5907220076368354E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6711959324508998E+003                  3.7536746518552664E+000                  7.8558460782135964E-001                 -1.0480703439083118E-001                 -3.7099660041452438E-002                  4.5122669473860375E+000                  0.0000000000000000E+000                  1.4012282061200928E+007                  9.5864505910937979E+001                  6.7056637465647284E-001                  8.0194974830143662E-001                  1.4305442492787412E+000                  6.0388846341153779E-001                  3.7570794831336862E-001                  1.5656144636355017E-005                  9.2529734537156669E-003                  3.4468833607860742E-003                  9.3805276451495445E-003                  6.9044575854354251E-001                  2.8894833573777678E-001                                        6                                       10 
                                      60                                      789                  1.2531528937326901E+009                  7.3904260665402273E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7424064947754929E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7424064947754929E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0414295437292738E-001                 -4.5883227730615950E+001                 -6.0145992803736670E+000                 -1.0414242063542573E-001                 -1.0616526509922680E-001                 -2.4370901433080632E+000                 -4.5883227730615950E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6720156827268656E+003                  3.7537374229705534E+000                  7.8693714034373741E-001                 -1.0405995721164819E-001                 -3.6851663682434095E-002                  4.5117709546680009E+000                  0.0000000000000000E+000                  1.4022351834087472E+007                  9.6165794131233682E+001                  6.7168113000971652E-001                  8.0095314235809623E-001                  1.4336077879931188E+000                  6.0189534219501117E-001                  3.7770688749870901E-001                  1.5677422280070560E-005                  9.2494030840255329E-003                  3.4468833607860742E-003                  9.3805276451495445E-003                  6.9025083460629499E-001                  2.8913923073488640E-001                                        6                                       10 
